"Title","Movie Release Year","Running Time","IMDb Rating","Genre","Format","Is TV Series","Release Year","Seen It","Front Cover"
"Lost In Space: Season 3","1967","1440 mins","7.3","Adventure; Comedy; Family; Fantasy; Science Fiction","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LostInSpaceSeason3196747645_f.jpg"
"Love Actually","2003","135 mins","7.5","Comedy; Drama; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LoveActually200360662_f.jpg"
"The Love Bug","1968","108 mins","6.5","Action; Adventure; Family","Vudu","No","2003","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLoveBug196840856_f.jpg"
"Love Story","1970","100 mins","6.9","Drama; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LoveStory197091959_f.jpg"
"The Lovely Bones","2009","135 mins","6.6","Drama; Fantasy; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheLovelyBones200963346_f.jpg"
"Luca","2021","95 mins","7.4","Adventure; Animation; Comedy; Family; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Luca202173043_f.jpg"
"Lucy","2014","90 mins","6.4","Action; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Lucy201428253_f.jpg"
"Lust for Gold","1949","90 mins","6.8","Romance; Western","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LustforGold194944276_f.jpg"
"Lyle, Lyle, Crocodile","2022","80 mins","6.1","Adventure; Animation; Comedy; Family; Fantasy; Musical","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\LyleLyleCrocodile202228388_f.jpg"
"M3GAN","2022","102 mins","6.3","Horror; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\M3GAN202272671_f.jpg"
"Mad Max","1979","88 mins","6.8","Action; Adventure; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MadMax197913442_f.jpg"
"Mad Max Beyond Thunderdome","1985","107 mins","6.2","Action; Adventure; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MadMaxBeyondThunderdome1913750_f.jpg"
"Mad Max: Fury Road","2015","120 mins","8.1","Action; Adventure; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MadMaxFuryRoad201569659_f.jpg"
"Madagascar","2005","86 mins","6.9","Adventure; Animation; Comedy","Vudu","No","2005","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Madagascar200578552_f.jpg"
"Madagascar: Escape 2 Africa","2008","89 mins","6.7","Adventure; Animation; Comedy; Family","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MadagascarEscape2Africa275536_f.jpg"
"Madagascar 3","2012","93 mins","6.8","Adventure; Animation; Comedy; Family","Vudu","No","2012","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Madagascar3201278778_f.jpg"
"Made","2001","95 mins","6.3","Comedy; Crime; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Made200156626_f.jpg"
"Made of Honor","2008","101 mins","5.8","Comedy; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MadeofHonor200843924_f.jpg"
"A Madea Family Funeral","2019","109 mins","4.7","Comedy; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AMadeaFamilyFuneral201913496_f.jpg"
"Madea Goes to Jail","2009","103 mins","4.6","Comedy; Crime; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MadeaGoestoJail200924415_f.jpg"
"Madea's Big Happy Family","2011","106 mins","4.9","Comedy; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MadeasBigHappyFamily201124424_f.jpg"
"Madea's Family Reunion","2006","107 mins","5.3","Comedy; Drama; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MadeasFamilyReunion200624436_f.jpg"
"Madea's Witness Protection","2012","114 mins","5.0","Comedy; Crime; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MadeasWitnessProtection2024447_f.jpg"
"Major League","1989","107 mins","7.2","Comedy; Sports","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MajorLeague198963278_f.jpg"
"Major Payne","1995","95 mins","6.3","Comedy; Family","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MajorPayne199528671_f.jpg"
"Maleficent","2013","97 mins","6.9","Action; Adventure; Family; Fantasy; Romance","Vudu","No","2014","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MaleficentVUDU201378335_f.jpg"
"The Maltese Falcon","1941","100 mins","7.9","Crime; Film Noir; Mystery; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheMalteseFalcon194153642_f.jpg"
"Mama's Family: Season 1","1983","390 mins","7.3","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MamasFamilySeason1198366947_f.jpg"
"Mama's Family: Season 2","1984","660 mins","7.3","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MamasFamilySeason2198466955_f.jpg"
"Mama's Family: Season 3","1986","750 mins","7.3","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MamasFamilySeason3198666838_f.jpg"
"Mama's Family: Season 4","1988","750 mins","7.3","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MamasFamilySeason4198866851_f.jpg"
"Mama's Family: Season 5","1989","750 mins","7.3","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MamasFamilySeason5198966863_f.jpg"
"Mama's Family: Season 6","1989","600 mins","7.3","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MamasFamilySeason6198966866_f.jpg"
"A Man Called Otto","2022","126 mins","7.5","Comedy; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AManCalledOtto202228421_f.jpg"
"A Man for All Seasons","1966","120 mins","7.7","Biography; Drama; History","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AManforAllSeasons196624058_f.jpg"
"The Man from Laramie","1955","103 mins","7.3","Western","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheManfromLaramie195524107_f.jpg"
"The Man From U.N.C.L.E.","2015","116 mins","7.2","Action; Adventure; Comedy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheManFromUNCLE201560161_f.jpg"
"The Man in the Iron Mask","1998","132 mins","6.5","Action; Adventure; Drama","Vudu","No","1998","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheManintheIronMask199821692_f.jpg"
"The Man in the Moon","1991","99 mins","7.2","Drama; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheManintheMoon199124199_f.jpg"
"Man of the West","1958","100 mins","7.0","Western","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ManoftheWest195813412_f.jpg"
"Man on Fire","2004","146 mins","7.7","Action; Crime; Drama; Thriller","Vudu","No","2004","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ManonFire200453413_f.jpg"
"The Man Who Knew Too Much","1956","120 mins","7.4","Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheManWhoKnewTooMuch19521452_f.jpg"
"The Man Who Loved Women","1983","110 mins","5.3","Comedy; Drama; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheManWhoLovedWomen198344204_f.jpg"
"The Man Who Shot Liberty Valance","1962","123 mins","8.1","Action; Adventure; Western","VHS; Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheManWhoShotLibertyValan56885_f.jpg"
"The Man with Nine Lives","1940","74 mins","6.5","Horror; Mystery; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheManwithNineLives194044302_f.jpg"
"The Man with the Iron Fists","2012","95 mins","5.4","Action","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheManwiththeIronFists263232_f.jpg"
"Maneater","2022","87 mins","3.1","Action; Horror; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Maneater202223985_f.jpg"
"The Many Adventures Of Winnie The Pooh","1977","74 mins","7.5","Animation; Family; Musical","Vudu","No","1996","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheManyAdventuresOfWinnie81398_f.jpg"
"Marathon Man","1976","125 mins","7.4","Crime; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MarathonMan197663569_f.jpg"
"March Of The Penguins","2005","85 mins","7.5","Documentary; Family","Vudu","No","2005","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MarchOfThePenguinsVUDU78556_f.jpg"
"Margin Call","2011","107 mins","7.1","Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MarginCall201154331_f.jpg"
"El Mariachi","1992","81 mins","6.8","Action; Crime; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ElMariachi199244074_f.jpg"
"The Marine","2006","92 mins","4.8","Action; Comedy; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheMarine200691180885N_f.jpg"
"The Marine 2","2009","95 mins","4.9","Action; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheMarine2200991198PAOZ_f.jpg"
"The Marine 3: Homefront","2013","86 mins","4.8","Action; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheMarine3Homefront201391212HZ6U_f.jpg"
"The Marine 4: Moving Target","2015","90 mins","5.2","Action; Crime; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheMarine4MovingTarget291227QO4R_f.jpg"
"Marley & Me","2008","115 mins","7.0","Comedy; Drama; Family","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MarleyMe200878861_f.jpg"
"Marnie","1964","130 mins","7.1","Crime; Drama; Mystery; Romance; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Marnie196421469_f.jpg"
"Marry Me","2022","112 mins","6.1","Comedy; Music; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MarryMe202260665_f.jpg"
"Mars Attacks!","1996","106 mins","6.4","Comedy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MarsAttacks199691123P4Q6_f.jpg"
"The Martian","2015","144 mins","8.0","Adventure; Drama; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheMartian201572647_f.jpg"
"Marty","1955","90 mins","7.6","Drama; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Marty195524215_f.jpg"
"Mary Poppins","1965","139 mins","7.8","Comedy; Family; Musical","Vudu","No","2013","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MaryPoppinsVUDU196578782_f.jpg"
"The Mask","1994","101 mins","7.0","Action; Comedy; Crime; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheMask199472662_f.jpg"
"The Mask of Zorro","1998","136 mins","6.8","Action; Adventure; Comedy; Romance; Thriller; Western","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheMaskofZorro199841401_f.jpg"
"Master And Commander","2003","138 mins","7.5","Action; Adventure; Drama; History; War","DVD","No","2004","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MasterAndCommander200321267_f.jpg"
"Mater's Tall Tales","2010","38 mins","6.8","Adventure; Animation; Children; Comedy; Family","Blu-ray","No","2010","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MatersTallTales201081318_f.jpg"
"The Matrix","1999","136 mins","8.7","Action; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheMatrix199941149_f.jpg"
"The Matrix Reloaded","2003","138 mins","7.2","Action; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheMatrixReloaded200341161_f.jpg"
"The Matrix Revolutions","2003","129 mins","6.7","Action; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheMatrixRevolutions200341166_f.jpg"
"The Matrix Resurrections","2021","148 mins","5.6","Action; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheMatrixResurrections202134435_f.jpg"
"Max Payne","2008","100 mins","5.3","Action; Crime; Drama; Thriller","DVD; Vudu","No","2009","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MaxPayne200844560_f.jpg"
"Maximum Risk","1996","101 mins","5.6","Action; Crime; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MaximumRisk199660252_f.jpg"
"The Maze Runner","2014","113 mins","6.8","Action; Mystery; Science Fiction; Thriller","Vudu","No","2014","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheMazeRunnerVUDU201478784_f.jpg"
"The Maze Runner: The Death Cure","2018","143 mins","6.3","Action; Adventure; Fantasy; Mystery; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheMazeRunnerTheDeathCur72379_f.jpg"
"Me, Myself & Irene","2000","116 mins","6.6","Comedy","Vudu","No","2006","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MeMyselfIrene200031088_f.jpg"
"Mean Girls","2004","97 mins","7.1","Comedy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MeanGirls200492059_f.jpg"
"Meatballs Part II","1984","87 mins","3.8","Comedy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MeatballsPartII198437821_f.jpg"
"The Mechanic","2011","93 mins","6.5","Action; Crime; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheMechanic20118859_f.jpg"
"Mechanic: Resurrection","2016","98 mins","5.7","Action; Adventure; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MechanicResurrection201687812BG7B_f.jpg"
"Meet Me in St. Louis","1944","113 mins","7.5","Comedy; Drama; Family; Musical; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MeetMeinStLouis194421718_f.jpg"
"Meet The Fockers","2004","115 mins","6.4","Comedy","Vudu","No","2005","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MeetTheFockers200440881_f.jpg"
"Meet The Muppets","1994","35 mins","0","Comedy; Musical","DVD","No","1993","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MeetTheMuppets199469736_f.jpg"
"Meet The Parents","2000","108 mins","7.0","Comedy","Vudu","No","2001","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MeetTheParents200040891_f.jpg"
"Meet The Robinsons","2007","102 mins","6.8","Animation; Comedy; Science Fiction","Vudu","No","2007","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MeetTheRobinsons200778576_f.jpg"
"The Meg","2018","113 mins","5.7","Action; Horror; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheMeg201821561_f.jpg"
"Meg 2: The Trench","2023","116 mins","5.0","Action; Adventure; Horror; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Meg2TheTrench202321706_f.jpg"
"Megamind","2010","95 mins","7.3","Animation; Comedy; Family","Vudu","No","2011","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Megamind201041129_f.jpg"
"Megan 2.0","2024","13 mins","6.0","Horror; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Megan20202464230_f.jpg"
"Men In Black","1997","98 mins","7.3","Action; Comedy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MenInBlack199734350_f.jpg"
"Men In Black II","2002","88 mins","6.2","Action; Comedy; Science Fiction","Vudu","No","2002","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MenInBlackII200241140_f.jpg"
"Men In Black 3","2012","106 mins","6.8","Action; Comedy; Science Fiction","Vudu","No","2012","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MenInBlack3VUDU201234361_f.jpg"
"Men In Black: International","2019","114 mins","5.6","Action; Adventure; Comedy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MenInBlackInternational234454_f.jpg"
"Mercury Rising","1998","111 mins","6.1","Action; Crime; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MercuryRising199821681_f.jpg"
"The Mexican","2001","123 mins","6.1","Adventure; Comedy; Crime; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheMexican200121655_f.jpg"
"Miami Vice","2006","132 mins","6.1","Action; Crime; Thriller","Vudu","No","2006","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MiamiVice20069529_f.jpg"
"Michael Clayton","2007","119 mins","7.2","Crime; Drama; Mystery; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MichaelClayton200737534_f.jpg"
"Michael W. Smith: Live In Concert: A 20 Year Celebration","2004","100 mins","0","Music","DVD","No","2004","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MichaelWSmithLiveInConc69726_f.jpg"
"Michael W. Smith: Worship","2001","66 mins","0","Music","DVD","No","2002","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MichaelWSmithWorship20069732_f.jpg"
"Mickey Mouse Clubhouse: Mickey Saves Santa","2006","60 mins","5.8","Animation","DVD","No","2006","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\MickeyMouseClubhouseMickey78934_f.jpg"
