"Title","Movie Release Year","Running Time","IMDb Rating","Genre","Format","Is TV Series","Release Year","Seen It","Front Cover"
"Shin Godzilla","2016","120 mins","6.9","Action; Adventure; Drama; Horror; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ShinGodzilla2016494_f.jpg"
"The Shining","1980","146 mins","8.4","Drama; Horror","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheShining198053669_f.jpg"
"Shivers","1975","87 mins","6.3","Horror; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Shivers197587593_f.png"
"Short Circuit","1986","98 mins","6.6","Comedy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ShortCircuit198628621_f.jpg"
"Short Circuit 2","1988","110 mins","5.8","Comedy; Drama; Family; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ShortCircuit2198828315_f.jpg"
"Show Boat","1951","108 mins","6.8","Drama; Family; Musical; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ShowBoat195157044_f.jpg"
"Shrek","2001","90 mins","7.9","Animation; Comedy; Family","Vudu","No","2001","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Shrek200178684_f.jpg"
"Shrek 2","2004","93 mins","7.4","Adventure; Animation; Comedy; Family","Vudu","No","2004","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Shrek2200478690_f.jpg"
"Shrek The Third","2007","92 mins","6.1","Action; Animation; Comedy","Vudu","No","2007","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ShrekTheThird200775580_f.jpg"
"Shrek Forever After","2010","93 mins","6.3","Adventure; Animation; Comedy","Vudu","No","2010","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ShrekForeverAfter201078216_f.jpg"
"Shutter Island","2010","138 mins","8.2","Drama; Mystery; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ShutterIsland201087336W7T0_f.jpg"
"Signs","2002","106 mins","6.8","Drama; Mystery; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Signs200270172_f.jpg"
"The Silence of the Lambs","1991","119 mins","8.6","Crime; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSilenceoftheLambs19912115_f.jpg"
"Silicon Valley: Season 1","2014","229 mins","8.5","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SiliconValleySeason1201459953_f.jpg"
"Silicon Valley: Season 2","2015","278 mins","8.5","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SiliconValleySeason2201559961_f.jpg"
"Silicon Valley: Season 3","2016","283 mins","8.5","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SiliconValleySeason3201659966_f.jpg"
"Silicon Valley: Season 4","2017","287 mins","8.5","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SiliconValleySeason4201759969_f.jpg"
"Silicon Valley: Season 5","2018","244 mins","8.5","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SiliconValleySeason5201859973_f.jpg"
"Silicon Valley: Season 6","2019","239 mins","8.5","Comedy","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SiliconValleySeason6201957562_f.jpg"
"A Simple Favor","2018","117 mins","6.7","Comedy; Crime; Mystery; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ASimpleFavor201854127_f.jpg"
"Sing","2016","108 mins","7.1","Animation; Comedy; Family; Musical","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Sing201681611_f.jpg"
"Sing Along Songs, Very Merry Christmas Songs","","","0","Animation; Children","VHS","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SingAlongSongsVeryMerryC66769_f.jpg"
"Sing 2","2021","110 mins","7.3","Adventure; Animation; Comedy; Family; Musical","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Sing2202181454_f.jpg"
"Singin' in the Rain","1952","103 mins","8.3","Comedy; Musical; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SinginintheRain195220633_f.jpg"
"Single White Female","1992","107 mins","6.4","Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SingleWhiteFemale199244059_f.jpg"
"Sinners","2025","137 mins","7.6","Action; Drama; Horror; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Sinners202564204_f.jpg"
"Sixteen Candles","1984","93 mins","7.0","Comedy; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SixteenCandles198460717_f.jpg"
"The Sixth Sense","1999","107 mins","8.2","Horror; Mystery; Thriller","Vudu","No","2000","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSixthSense199940980_f.jpg"
"Sleeping Beauty","1959","75 mins","7.2","Animation; Fantasy; Romance","Vudu","No","2008","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SleepingBeauty195978220_f.jpg"
"Sleeping With The Enemy","1991","99 mins","6.3","Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SleepingWithTheEnemy199128743_f.jpg"
"Smile","2022","115 mins","6.5","Horror","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Smile202266809_f.jpg"
"Smokin' Aces","2006","108 mins","6.6","Action; Comedy; Crime; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SmokinAces200660862_f.jpg"
"Smurfs","2025","89 mins","4.3","Adventure; Animation; Comedy; Family; Fantasy; Musical","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Smurfs202567086_f.jpg"
"The Smurfs","2011","103 mins","5.4","Animation; Comedy; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSmurfsVUDU201135102_f.jpg"
"The Smurfs 2","2013","105 mins","5.3","Adventure; Animation; Comedy; Family; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSmurfs2201357100_f.jpg"
"Smurfs: The Lost Village","2017","90 mins","6.0","Adventure; Animation; Comedy; Family; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SmurfsTheLostVillage201735077_f.jpg"
"The Smurfs: A Christmas Carol","2011","22 mins","6.1","Adventure; Animation; Comedy; Drama; Family; Fantasy","DVD","No","2013","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSmurfsAChristmasCarol72805_f.jpg"
"Smurfs: Holiday Celebration","1986","48 mins","0","Animation; Family","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SmurfsHolidayCelebration154106_f.jpg"
"Snake Eyes","2021","121 mins","5.4","Action; Adventure; Fantasy; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SnakeEyes202128177_f.jpg"
"Sneakers","1992","126 mins","7.1","Comedy; Crime; Drama; Mystery; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Sneakers199220414_f.jpg"
"Sneaks","2025","93 mins","3.9","Adventure; Animation; Comedy; Family","Vudu","No","","No",""
"Snitch","2013","112 mins","6.4","Action; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Snitch201317733_f.jpg"
"Snow White and the Huntsman","2012","127 mins","6.1","Action; Adventure; Drama; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SnowWhiteandtheHuntsman270148_f.jpg"
"Snow White And The Seven Dwarfs","1937","83 mins","7.6","Animation; Family","Vudu","No","2009","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SnowWhiteAndTheSevenDwarf78227_f.jpg"
"Snowden","2016","134 mins","7.3","Biography; Crime; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Snowden201620435_f.jpg"
"So Dear To My Heart","1949","82 mins","6.7","Animation; Children; Family","VHS; Vudu","No","1991","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SoDearToMyHeart194920379_f.jpg"
"So I Married an Axe Murderer","1993","93 mins","6.5","Comedy; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SoIMarriedanAxeMurderer43910_f.jpg"
"Soccer Dog: The Movie","1999","98 mins","3.2","Comedy; Family; Sports","DVD","No","2002","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SoccerDogTheMovie1999425_f.jpg"
"The Social Network","2010","121 mins","7.8","Biography; Comedy; History","Vudu","No","2011","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSocialNetwork201070122_f.jpg"
"A Soldier's Story","1984","101 mins","7.2","Crime; Drama; Mystery; War","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ASoldiersStory198420777_f.jpg"
"Solo: A Star Wars Story","2018","135 mins","6.9","Action; Adventure; Crime; Family; Fantasy; Romance; Science Fiction; Western","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SoloAStarWarsStory20181017_f.jpg"
"Some Like It Hot","1959","121 mins","8.2","Comedy; Music; Romance","Vudu","No","2012","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SomeLikeItHot195920942_f.jpg"
"Son in Law","1993","95 mins","5.9","Comedy; Drama; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SoninLaw199327993_f.jpg"
"Son of Flubber","1963","100 mins","6.1","Comedy; Family; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SonofFlubber196320238_f.jpg"
"Son of God","2014","138 mins","5.8","Biography; Drama; History","Vudu","No","2014","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SonofGod201437514_f.jpg"
"Sonic The Hedgehog","2020","99 mins","6.5","Action; Adventure; Comedy; Family; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SonicTheHedgehog202070136_f.jpg"
"Sonic the Hedgehog 2","2022","122 mins","6.5","Action; Adventure; Comedy; Family; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SonictheHedgehog2202270111_f.jpg"
"The Sorcerer's Apprentice","2010","109 mins","6.1","Action; Adventure; Fantasy","Vudu","No","2010","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSorcerersApprenticeVU78294_f.jpg"
"Soul","2020","100 mins","8.0","Adventure; Animation; Comedy; Drama; Family; Fantasy; Music","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Soul202073029_f.jpg"
"Soul Men","2008","100 mins","6.4","Comedy; Drama; Music","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SoulMen20089104788TE_f.jpg"
"Soul Surfer","2011","106 mins","7.0","Action; Drama; Sports","Vudu","No","2011","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SoulSurfer201138294_f.jpg"
"Sound Of Freedom","2023","131 mins","7.6","Biography; Crime; Drama; History; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SoundOfFreedom202360467_f.jpg"
"The Sound Of Music","1965","174 mins","8.1","Drama; Family; Musical","Vudu","No","2010","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSoundOfMusic196578302_f.jpg"
"Source Code","2011","93 mins","7.5","Action; Drama; Mystery; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SourceCode201154280_f.jpg"
"Space Jam","1996","87 mins","6.5","Adventure; Animation; Comedy; Family; Fantasy; Science Fiction; Sports","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SpaceJam199675258_f.jpg"
"Spaceballs","1987","96 mins","7.1","Comedy; Science Fiction","Vudu","No","2011","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Spaceballs198738308_f.jpg"
"Spaceballs: Season 1","2008","88 mins","4.2","Animation; Comedy; Science Fiction","Vudu","Yes","2009","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SpaceballsSeason1200847674_f.jpg"
"SpaceCamp","1986","107 mins","5.8","Adventure; Family; Science Fiction","Blu-ray","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SpaceCamp19861093_f.jpg"
"The Specialist","1994","110 mins","5.6","Action; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSpecialist199430998_f.jpg"
"Speed","1994","116 mins","7.3","Action; Adventure; Thriller","Vudu","No","2000","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Speed199472693_f.jpg"
"Speed 2: Cruise Control","1997","121 mins","4.0","Action; Adventure; Crime; Romance; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Speed2CruiseControl199772630_f.jpg"
"Spider-Man","2002","121 mins","7.4","Action; Adventure; Animation; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SpiderMan200228480_f.jpg"
"Spider-Man 2","2004","127 mins","7.5","Action; Adventure; Fantasy; Thriller","Vudu","No","2004","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SpiderMan2200431148_f.jpg"
"Spider-Man 3","2007","139 mins","6.3","Action; Adventure; Comedy; Fantasy; Thriller","Vudu","No","2007","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SpiderMan3200731151_f.jpg"
"The Amazing Spider-Man","2012","136 mins","6.9","Action; Adventure; Fantasy; Science Fiction; Thriller","Vudu","No","2012","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheAmazingSpiderManVUDU41066_f.jpg"
"The Amazing Spider-Man 2","2014","142 mins","6.6","Action; Adventure; Fantasy","Vudu","No","2014","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheAmazingSpiderMan2VUD41084_f.jpg"
"Spider-Man: Homecoming","2017","133 mins","7.4","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SpiderManHomecoming201734484_f.jpg"
"Spider-Man: Far From Home","2019","129 mins","7.3","Action; Adventure; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SpiderManFarFromHome20134477_f.jpg"
"Spider-Man: No Way Home","2021","148 mins","8.2","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SpiderManNoWayHome202134425_f.jpg"
"Spider-Man: Into The Spider-Verse","2018","117 mins","8.4","Action; Adventure; Animation; Comedy; Family; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SpiderManIntoTheSpiderVe75796_f.jpg"
"Spider-Man: Across the Spider-Verse","2023","140 mins","8.5","Action; Adventure; Animation; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SpiderManAcrosstheSpider75471_f.jpg"
"Spiral","2021","93 mins","5.2","Horror; Thriller; Mystery","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Spiral202191039_f.jpg"
"The Spirit","2008","103 mins","4.7","Action; Crime; Fantasy; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSpirit200891060Q9J4_f.jpg"
"Split","2016","117 mins","7.3","Horror; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Split201672705_f.jpg"
"Spring Break","1983","102 mins","4.9","Comedy; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SpringBreak198343828_f.jpg"
"Spy Kids","2001","88 mins","5.6","Action; Adventure; Comedy; Family; Science Fiction","Vudu","No","2001","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SpyKids200172594_f.jpg"
"The Spy Who Came in from the Cold","1965","112 mins","7.5","Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSpyWhoCameinfromtheC92254_f.jpg"
"Spymate","2003","81 mins","4.0","Adventure; Family","DVD","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Spymate200317582_f.jpg"
"St. Elmo's Fire","1985","110 mins","6.4","Drama; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StElmosFire198543934_f.jpg"
"Stalag 17","1953","120 mins","7.9","Comedy; Drama; War","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Stalag17195363549_f.jpg"
"A Star Is Born","2018","136 mins","7.6","Drama; Music; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AStarIsBorn201853933_f.jpg"
"A Star Is Born","1954","154 mins","7.5","Drama; Musical; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AStarIsBorn195444541_f.jpg"
"Star Trek: The Motion Picture","1979","132 mins","6.4","Adventure; Mystery; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarTrekTheMotionPicture31966_f.jpg"
"Star Trek II: The Wrath of Khan","1982","113 mins","7.7","Action; Adventure; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarTrekIITheWrathofKha31980_f.jpg"
"Star Trek III: The Search for Spock","1984","105 mins","6.7","Action; Adventure; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarTrekIIITheSearchfor31992_f.jpg"
"Star Trek IV: The Voyage Home","1986","119 mins","7.3","Adventure; Comedy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarTrekIVTheVoyageHome32003_f.jpg"
"Star Trek V: The Final Frontier","1989","107 mins","5.5","Action; Adventure; Fantasy; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarTrekVTheFinalFrontie32009_f.jpg"
"Star Trek VI: The Undiscovered Country","1991","110 mins","7.2","Action; Adventure; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarTrekVITheUndiscovered32020_f.jpg"
"Star Trek: First Contact","1996","111 mins","7.6","Action; Adventure; Drama; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarTrekFirstContact199632021_f.jpg"
"Star Trek: Nemesis","2002","116 mins","6.4","Action; Adventure; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarTrekNemesis200232026_f.jpg"
"Star Trek","2009","127 mins","7.9","Action; Adventure; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarTrek200931948_f.jpg"
"Star Trek Into Darkness","2013","132 mins","7.7","Action; Adventure; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarTrekIntoDarkness201331955_f.jpg"
"Star Trek Beyond","2016","122 mins","7.0","Action; Adventure; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarTrekBeyond201631959_f.jpg"
"Star Trek: Generations","1994","118 mins","6.6","Action; Adventure; Mystery; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarTrekGenerations199417629_f.jpg"
"Star Trek: Insurrection","1998","103 mins","6.4","Action; Adventure; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarTrekInsurrection199817647_f.jpg"
"Star Wars: Episode I - The Phantom Menace","1999","136 mins","6.5","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarWarsEpisodeIThePha32064_f.jpg"
"Star Wars: Episode Ii - Attack Of The Clones","2002","142 mins","6.6","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarWarsEpisodeIiAttack34295_f.jpg"
"Star Wars: Episode Iii - Revenge Of The Sith","2005","140 mins","7.6","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarWarsEpisodeIiiReven34300_f.jpg"
"Star Wars","1977","121 mins","8.6","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarWars197732047_f.jpg"
"Star Wars: Episode V - The Empire Strikes Back","1980","124 mins","8.7","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarWarsEpisodeVTheEmp34305_f.jpg"
"Star Wars: Episode Vi - Return Of The Jedi","1983","131 mins","8.3","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarWarsEpisodeViReturn32059_f.jpg"
"Star Wars: Episode VII: The Force Awakens","2015","136 mins","7.7","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarWarsEpisodeVIITheFo32030_f.jpg"
"Star Wars: Episode VIII: The Last Jedi","2017","152 mins","6.8","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarWarsEpisodeVIIITheL32038_f.jpg"
"Star Wars: Episode IX :The Rise Of Skywalker","2019","142 mins","6.3","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarWarsEpisodeIXTheRis32043_f.jpg"
"Star Wars: The Clone Wars","2008","98 mins","6.0","Action; Adventure; Animation","DVD","No","2008","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarWarsTheCloneWars20038050_f.jpg"
"Starship Troopers","1997","129 mins","7.3","Action; Adventure; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarshipTroopers199720520_f.jpg"
"Starship Troopers 2: Hero of the Federation","2004","88 mins","3.6","Action; Adventure; Horror; Science Fiction","Vudu","No","2004","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarshipTroopers2Herooft53435_f.jpg"
"Starship Troopers 3: Marauder","2008","105 mins","4.4","Action; Adventure; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StarshipTroopers3Marauder20534_f.jpg"
"State Fair","1962","119 mins","5.9","Musical; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StateFair196228651_f.jpg"
"Stealth","2005","121 mins","5.1","Action; Adventure; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Stealth200531854_f.jpg"
"Steamboat Willie","1928","8 mins","7.4","Animation; Comedy; Family; Musical","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SteamboatWillie192875528_f.jpg"
"Stella Dallas","1937","106 mins","7.4","Drama; Romance","","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StellaDallas193794039_f.jpg"
"Step By Step: Season 1","1991","660 mins","6.5","Comedy; Family; Romance","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StepByStepSeason1199157642_f.jpg"
"Step By Step: Season 2","1992","720 mins","6.5","Comedy; Family; Romance","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StepByStepSeason2199257658_f.jpg"
"Step By Step: Season 3","1993","690 mins","6.5","Comedy; Family; Romance","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StepByStepSeason3199357669_f.jpg"
"Step By Step: Season 4","1994","720 mins","6.5","Comedy; Family; Romance","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StepByStepSeason4199457676_f.jpg"
"Step By Step: Season 5","1995","720 mins","6.5","Comedy; Family; Romance","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StepByStepSeason5199557682_f.jpg"
"Step By Step: Season 6","1997","720 mins","6.5","Comedy; Family; Romance","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StepByStepSeason6199757689_f.jpg"
"Step By Step: Season 7","1997","570 mins","6.5","Comedy; Family; Romance","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StepByStepSeason7199757697_f.jpg"
"The Stepford Wives","2004","93 mins","5.4","Comedy; Horror; Science Fiction; Thriller","DVD","No","2004","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheStepfordWives200417458_f.jpg"
"Stepmom","1998","125 mins","6.8","Comedy; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Stepmom199841496_f.jpg"
"Stir of Echoes","1999","99 mins","6.9","Horror; Mystery; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StirofEchoes199954343_f.jpg"
"Stitch! The Movie","2003","60 mins","6.1","Animation; Comedy; Family","DVD","No","2003","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StitchTheMovie200375902_f.jpg"
"The Stooge","1951","92 mins","6.7","Comedy; Drama; Music; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheStooge195120248_f.jpg"
"Storks","2016","87 mins","6.8","Adventure; Animation; Comedy; Family; Fantasy","Vudu","No","","No",""
"The Story Of Robin Hood And His Merrie Men","1952","84 mins","6.5","Action; Adventure; Family","DVD","No","2009","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheStoryOfRobinHoodAndHi38094_f.jpg"
"Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog","2021","78 mins","6.3","Adventure; Animation; Comedy; Family; Fantasy; Horror; Mystery","Vudu","No","","No",""
"Strange World","2022","102 mins","5.7","Action; Adventure; Animation; Comedy; Family; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StrangeWorld202273149_f.jpg"
"The Stranger","1946","95 mins","7.3","Crime; Drama; Film Noir; Mystery; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheStranger194620995_f.jpg"
"The Strangers: Chapter 2","2025","98 mins","4.7","Horror; Mystery","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheStrangersChapter2202592000_f.jpg"
"A Streetcar Named Desire","1951","122 mins","7.9","Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AStreetcarNamedDesire195153830_f.jpg"
"Striking Distance","1993","102 mins","5.9","Action; Crime; Mystery; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StrikingDistance199343960_f.jpg"
